原路径,建议新路径,处理方式,迁移理由,是否需要建立索引,是否需要保留原始副本,是否可能破坏其他文件引用,分类置信度,备注
大明档案/战略方略/README.md,01_季度回合/崇祯2年/春/御前密谈原文/README.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: modules/knowledge_base.py | skills/writeimperial_v3_更新包/writeimperial_v3_update/MANIFEST.json | 大明档案/国策路线/国策路线.md
大明档案/战略方略/《考成养廉五年纲要》1.md,01_季度回合/崇祯5年/秋/御前密谈原文/《考成养廉五年纲要》1.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/《铨选考成养廉合一章程》.md,01_季度回合/崇祯5年/冬/御前密谈原文/《铨选考成养廉合一章程》.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/东江镇制辽五策方略.md,01_季度回合/崇祯2年/春/御前密谈原文/东江镇制辽五策方略.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md | 大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md
大明档案/战略方略/京西超级兵工器械厂规划方案.md,02_长期档案/制度国策/京西超级兵工器械厂规划方案.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/六耳军训练方针！.md,01_季度回合/崇祯7年/春/御前密谈原文/六耳军训练方针！.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: data/intelligence.json | data/strategy.json | uploads/index.json
大明档案/战略方略/崇祯九年春六耳巡核与锦衣密侦双层情报国策.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春六耳巡核与锦衣密侦双层情报国策.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/战略方略/崇祯九年春崇祯九年至十一年三年十二季度总计划.md,01_季度回合/崇祯9年/春/御前密谈原文/崇祯九年春崇祯九年至十一年三年十二季度总计划.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,近似重复: 大明档案/国策路线/崇祯三年战略与制度国策文档包/崇祯九年至十一年三年十二季度总计划.md；引用示例: uploads/index.json | 大明档案/国策路线/国策路线.md | 大明档案/国策路线/崇祯三年战略与制度国策文档包/README.md
大明档案/战略方略/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md,01_季度回合/崇祯2年/夏/御前密谈原文/崇祯二年夏己巳阻断与陕西江南危机综合参谋文稿.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/战略方略/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md,01_季度回合/崇祯2年/春/御前密谈原文/崇祯二年春辽东均衡战略与东江五策综合参谋文稿.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: 大明档案/战略方略/README.md
大明档案/战略方略/崇祯五年春开局核心思路.md,01_季度回合/崇祯5年/春/御前密谈原文/崇祯五年春开局核心思路.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: uploads/index.json | 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/战略方略/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md,01_季度回合/崇祯4年/冬/御前密谈原文/崇祯四年冬辽西坚壁清野以空间换时间军政方案.md,git mv,推定为御前密谈/思考过程，状态为待执行计划,是,视引用决定,是,0.89,引用示例: uploads/index.json | 大明档案/战略方略/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md,99_待整理/大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md,暂不迁移，建议进入99_待整理,推定为御前密谈/思考过程，状态为原始资料,是,是,否,0.70,内容为AI角色提示词，误置于朝政纪要；季度与正式性无法确认
大明档案/朝政纪要/天启年/天启7年秋诏书.md,99_待整理/大明档案/朝政纪要/天启年/天启7年秋诏书.md,暂不迁移，建议进入99_待整理,推定为正式提交诏书，状态为无法确认是否正式提交,是,是,是,0.78,内容为诏书但位于朝政纪要，且与uploads原文件完全重复；需玩家确认是否实际提交；完全重复: uploads/20260729/5c87a2313e6b42a19bd09f180b0933e6_天启7年秋诏书.md；引用示例: uploads/index.json | 大明档案/朝政纪要/天启年/你现在是《历史模拟器：崇祯》的游戏参谋与诏书起草官。.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/天启七年·天下大势.md,01_季度回合/天启7年/秋/朝政纪要原文/天启七年·天下大势.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,完全重复: uploads/20260729/9ec1924f791c49079004faffe19b18fa_天启七年_天下大势.md；引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/天启年/天启七年冬季朝政纪要.md,01_季度回合/天启7年/冬/朝政纪要原文/天启七年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,完全重复: uploads/20260729/163e2c52855f4dc9a173bd7e0f4d7143_天启七年冬季朝政纪要.md；引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯七年/崇祯七年冬季朝政纪要——宣大犒军固边墙，陕疫蔓延剿寇艰.md,01_季度回合/崇祯7年/冬/朝政纪要原文/崇祯七年冬季朝政纪要——宣大犒军固边墙，陕疫蔓延剿寇艰.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/intelligence.json
大明档案/朝政纪要/崇祯七年/崇祯七年夏季朝政纪要——剿抚初成火器兴，鼠疫西去六耳生.md,01_季度回合/崇祯7年/夏/朝政纪要原文/崇祯七年夏季朝政纪要——剿抚初成火器兴，鼠疫西去六耳生.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯七年/崇祯七年春季朝政纪要.md,01_季度回合/崇祯7年/春/朝政纪要原文/崇祯七年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/history_records.json | data/intelligence.json | 大明档案/国家态势/崇祯7年春国家态势复盘.md
大明档案/朝政纪要/崇祯七年/崇祯七年秋季朝政纪要——秋防御寇边城固，剿抚扩军火器兴.md,01_季度回合/崇祯7年/秋/朝政纪要原文/崇祯七年秋季朝政纪要——秋防御寇边城固，剿抚扩军火器兴.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/history_records.json | 大明档案/战争记录/战争记录.md | 大明档案/皇帝日志/季度记录.md
大明档案/朝政纪要/崇祯三年/崇祯三年冬季朝政纪要.md,01_季度回合/崇祯3年/冬/朝政纪要原文/崇祯三年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯三年/崇祯三年夏季朝政纪要.md,01_季度回合/崇祯3年/夏/朝政纪要原文/崇祯三年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯三年/崇祯三年秋季朝政纪要.md,01_季度回合/崇祯3年/秋/朝政纪要原文/崇祯三年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯九年/崇祯九年冬季朝政纪要——五股全销民变息，援朝固藩海路通.md,01_季度回合/崇祯9年/冬/朝政纪要原文/崇祯九年冬季朝政纪要——五股全销民变息，援朝固藩海路通.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/history/CZ9-WINTER-EXEC-1.json | data/strategy/崇祯9年冬财政杂支与全国民心执行考成.json
大明档案/朝政纪要/崇祯九年/崇祯九年夏季朝政纪要——京西建厂初奠基，陕寇两酋授首，建虏僭号称清.md,01_季度回合/崇祯9年/夏/朝政纪要原文/崇祯九年夏季朝政纪要——京西建厂初奠基，陕寇两酋授首，建虏僭号称清.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯九年/崇祯九年春季朝政纪要——蝗旱肆虐陕局艰，大赏决战争全局.md,01_季度回合/崇祯9年/春/朝政纪要原文/崇祯九年春季朝政纪要——蝗旱肆虐陕局艰，大赏决战争全局.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/game_state.json | uploads/index.json | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯二年/# 崇祯二年春季朝政纪要.md,01_季度回合/崇祯2年/春/朝政纪要原文/# 崇祯二年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年冬季朝政纪要.md,01_季度回合/崇祯2年/冬/朝政纪要原文/崇祯二年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年夏季朝政纪要.md,01_季度回合/崇祯2年/夏/朝政纪要原文/崇祯二年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯二年/崇祯二年秋季朝政纪要.md,01_季度回合/崇祯2年/秋/朝政纪要原文/崇祯二年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年冬季朝政纪要.md,01_季度回合/崇祯5年/冬/朝政纪要原文/崇祯五年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯五年冬国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯五年/崇祯五年夏季朝政纪要.md,01_季度回合/崇祯5年/夏/朝政纪要原文/崇祯五年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年春季朝政纪要.md,01_季度回合/崇祯5年/春/朝政纪要原文/崇祯五年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯五年/崇祯五年秋季朝政纪要.md,01_季度回合/崇祯5年/秋/朝政纪要原文/崇祯五年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯五年秋国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯元年/崇祯元年冬季朝政纪要.md,01_季度回合/崇祯1年/冬/朝政纪要原文/崇祯元年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年夏季朝政纪要.md,01_季度回合/崇祯1年/夏/朝政纪要原文/崇祯元年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年春季朝政纪要.md,01_季度回合/崇祯1年/春/朝政纪要原文/崇祯元年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯元年/崇祯元年秋季朝政纪要.md,01_季度回合/崇祯1年/秋/朝政纪要原文/崇祯元年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年冬季朝政纪要——冬防八镇启边墙，合围初战破闯王.md,01_季度回合/崇祯8年/冬/朝政纪要原文/崇祯八年冬季朝政纪要——冬防八镇启边墙，合围初战破闯王.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年夏季朝政纪要——北疆升级火器兴，洪疫夹攻陕局定.md,01_季度回合/崇祯8年/夏/朝政纪要原文/崇祯八年夏季朝政纪要——北疆升级火器兴，洪疫夹攻陕局定.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年春季朝政纪要——春赏遍施安黎庶，剿抚初成效边患.md,01_季度回合/崇祯8年/春/朝政纪要原文/崇祯八年春季朝政纪要——春赏遍施安黎庶，剿抚初成效边患.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯八年/崇祯八年秋季朝政纪要——赏银遍发百业兴，北疆车营初成军.md,01_季度回合/崇祯8年/秋/朝政纪要原文/崇祯八年秋季朝政纪要——赏银遍发百业兴，北疆车营初成军.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯六年/崇祯六年冬季朝政纪要.md,01_季度回合/崇祯6年/冬/朝政纪要原文/崇祯六年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年冬国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯六年/崇祯六年夏季朝政纪要.md,01_季度回合/崇祯6年/夏/朝政纪要原文/崇祯六年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年夏国家态势复盘.md | 大明档案/国家态势/崇祯六年秋国家态势更新.md
大明档案/朝政纪要/崇祯六年/崇祯六年春季朝政纪要.md,01_季度回合/崇祯6年/春/朝政纪要原文/崇祯六年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: uploads/index.json | 大明档案/国家态势/崇祯六年春国家态势复盘.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝政纪要/崇祯六年/崇祯六年秋季朝政纪要.md,01_季度回合/崇祯6年/秋/朝政纪要原文/崇祯六年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯十一年/崇祯十一年夏季朝政纪要——首辅薨逝财政虚，三路奇袭辽东惊.md,01_季度回合/崇祯11年/夏/朝政纪要原文/崇祯十一年夏季朝政纪要——首辅薨逝财政虚，三路奇袭辽东惊.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: AGENTS.md | README.md | data/appointments/CZ11-SUMMER-PERSONNEL-1.json
大明档案/朝政纪要/崇祯十一年/崇祯十一年春季朝政纪要——三军九团定国本，四社开张振百工.md,01_季度回合/崇祯11年/春/朝政纪要原文/崇祯十一年春季朝政纪要——三军九团定国本，四社开张振百工.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/appointments/崇祯10年秋六部侍郎荐举与堂官补实令.json | data/appointments/崇祯11年春六部正式任命与堂官到任考成.json | data/companies/CZ11-SPRING-FOUR-CORPORATIONS-1.json
大明档案/朝政纪要/崇祯十年/崇祯十年夏季朝政纪要——辽阳焚粮振军威，京西投产百工兴.md,01_季度回合/崇祯10年/夏/朝政纪要原文/崇祯十年夏季朝政纪要——辽阳焚粮振军威，京西投产百工兴.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/history/CZ10-SUMMER-EXEC-1.json | data/strategy/崇祯10年夏执行考成.json
大明档案/朝政纪要/崇祯十年/崇祯十年春季朝政纪要——春耕安民归屯三环并举，朝鲜称臣皮岛受创.md,01_季度回合/崇祯10年/春/朝政纪要原文/崇祯十年春季朝政纪要——春耕安民归屯三环并举，朝鲜称臣皮岛受创.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/edicts/崇祯10年春竞贸购种兴农安秦续制固藩诏.json | data/strategy/崇祯10年春四项授权冻结执行考成.json | data/strategy/崇祯10年春方向草案.json
大明档案/朝政纪要/崇祯十年/崇祯十年秋季朝政纪要——铁岭夜袭夺马断粮，十五厂开垦移民并举，燧发枪厂动工，大赏九十二万两收服人心.md,01_季度回合/崇祯10年/秋/朝政纪要原文/崇祯十年秋季朝政纪要——铁岭夜袭夺马断粮，十五厂开垦移民并举，燧发枪厂动工，大赏九十二万两收服人心.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,是,0.97,引用示例: data/edicts/崇祯10年秋袭马断粮开厂垦田移民增税诏.json | data/history/CZ10-AUTUMN-EXEC-1.json | data/province_panels/CZ10-AUTUMN-PROVINCES-1.json
大明档案/朝政纪要/崇祯四年/崇祯四年冬季朝政纪要.md,01_季度回合/崇祯4年/冬/朝政纪要原文/崇祯四年冬季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年夏季朝政纪要.md,01_季度回合/崇祯4年/夏/朝政纪要原文/崇祯四年夏季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年春季朝政纪要.md,01_季度回合/崇祯4年/春/朝政纪要原文/崇祯四年春季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝政纪要/崇祯四年/崇祯四年秋季朝政纪要.md,01_季度回合/崇祯4年/秋/朝政纪要原文/崇祯四年秋季朝政纪要.md,git mv,推定为游戏AI推演结果/朝政纪要，状态为已执行结果,是,是,否,0.97,
大明档案/朝臣档案/崇祯10年夏季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯10年夏季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯10年春季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯10年春季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯10年秋季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯10年秋季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯11年夏全国军政要员名册复核.md,02_长期档案/朝廷人事/崇祯11年夏全国军政要员名册复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: README.md
大明档案/朝臣档案/崇祯11年夏后《全国军政要员名册》原稿.md,02_长期档案/朝廷人事/崇祯11年夏后《全国军政要员名册》原稿.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: AGENTS.md | README.md | data/appointments/CZ11-SUMMER-NATIONAL-OFFICIAL-ROSTER-1.json
大明档案/朝臣档案/崇祯11年夏季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯11年夏季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯11年春季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯11年春季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯9年冬季六阁六部与朝臣任职复核.md,02_长期档案/朝廷人事/崇祯9年冬季六阁六部与朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯9年夏季朝臣任职复核.md,02_长期档案/朝廷人事/崇祯9年夏季朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/崇祯9年春初期朝臣任职复核.md,02_长期档案/朝廷人事/崇祯9年春初期朝臣任职复核.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: uploads/index.json | 大明档案/README.md | 大明档案/资料索引/上传资料目录.md
大明档案/朝臣档案/崇祯十一年秋全国军政要员名册补录说明.md,02_长期档案/朝廷人事/崇祯十一年秋全国军政要员名册补录说明.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,否,0.93,
大明档案/朝臣档案/朝臣总档.md,02_长期档案/朝廷人事/朝臣总档.md,git mv,推定为跨季度长期制度/名册/数据库，状态为历史状态,是,视引用决定,是,0.93,引用示例: skills/writeimperial/references/archive_map.md | 大明档案/国家态势/崇祯六年秋国家态势更新.md | 大明档案/朝臣档案/崇祯9年春初期朝臣任职复核.md
大明档案/皇帝日志/季度记录.md,01_季度回合/崇祯1年/春/结案与快照原文/季度记录.md,git mv,推定为季度结案/当前快照，状态为历史状态,是,视引用决定,是,0.88,近似重复: 大明档案/战争记录/战争记录.md | 大明档案/财政报告/财政报告.md；引用示例: skills/writeimperial/references/archive_map.md
大明档案/诏书全集/崇祯10年冬《迁民开厂富民增税安业续制诏》.md,01_季度回合/崇祯10年/冬/正式诏书原文/崇祯10年冬《迁民开厂富民增税安业续制诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯10年冬迁民开厂富民增税安业续制诏.json | data/strategy/崇祯10年冬至11年秋迁民开厂富民增税总考计划.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年夏《精袭辽阳毁粮练军续制验实诏》.md,01_季度回合/崇祯10年/夏/正式诏书原文/崇祯10年夏《精袭辽阳毁粮练军续制验实诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯10年夏精袭辽阳毁粮练军续制验实诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年春《竞贸购种兴农安秦续制固藩诏》.md,01_季度回合/崇祯10年/春/正式诏书原文/崇祯10年春《竞贸购种兴农安秦续制固藩诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯10年春竞贸购种兴农安秦续制固藩诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年秋《六部侍郎荐举与堂官补实令》.md,01_季度回合/崇祯10年/秋/正式诏书原文/崇祯10年秋《六部侍郎荐举与堂官补实令》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/appointments/崇祯10年秋六部侍郎荐举与堂官补实令.json | 大明档案/朝臣档案/崇祯10年秋季朝臣任职复核.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯10年秋《袭马断粮开厂垦田移民增税诏》.md,01_季度回合/崇祯10年/秋/正式诏书原文/崇祯10年秋《袭马断粮开厂垦田移民增税诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯10年秋袭马断粮开厂垦田移民增税诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年冬《刷新军建足械兴商裕民收官诏》.md,01_季度回合/崇祯11年/冬/正式诏书原文/崇祯11年冬《刷新军建足械兴商裕民收官诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/current_snapshot.json | data/edicts/崇祯11年冬刷新军建足械兴商裕民收官诏.json | data/latest_state.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年夏《核阶足饷实屯练军兴社续制诏》.md,01_季度回合/崇祯11年/夏/正式诏书原文/崇祯11年夏《核阶足饷实屯练军兴社续制诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯11年夏核阶足饷实屯练军兴社续制诏.json | data/strategy/崇祯11年夏九级军阶与军官部队考成计划.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年春《定部考官兴业通货改军御敌验收诏》.md,01_季度回合/崇祯11年/春/正式诏书原文/崇祯11年春《定部考官兴业通货改军御敌验收诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: data/edicts/崇祯11年春定部考官兴业通货改军御敌验收诏.json | data/strategy/崇祯11年春执行考成.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯11年秋《补枢实军兴工通海固本中兴诏》.md,01_季度回合/崇祯11年/秋/正式诏书原文/崇祯11年秋《补枢实军兴工通海固本中兴诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,仓库基线权威入口；其时间指针与玩家确认的12年春冲突；引用示例: CURRENT_ARCHIVE.md | data/archive_manifest.json | data/edicts/崇祯11年冬刷新军建足械兴商裕民收官诏.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年冬《验六耳固宣大定陕备春诏》.md,01_季度回合/崇祯7年/冬/正式诏书原文/崇祯7年冬《验六耳固宣大定陕备春诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年夏《扩铳设六耳收陕防疫续赏诏》.md,01_季度回合/崇祯7年/夏/正式诏书原文/崇祯7年夏《扩铳设六耳收陕防疫续赏诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年春《补刑稳学扩军收陕春耕补库诏》.md,01_季度回合/崇祯7年/春/正式诏书原文/崇祯7年春《补刑稳学扩军收陕春耕补库诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,是,0.91,引用示例: uploads/index.json | 大明档案/资料索引/上传资料目录.md；正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯7年秋.md,01_季度回合/崇祯7年/秋/正式诏书原文/崇祯7年秋.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
大明档案/诏书全集/崇祯8年冬《固八镇防冬备春耕诏》.md,01_季度回合/崇祯8年/冬/正式诏书原文/崇祯8年冬《固八镇防冬备春耕诏》.md,git mv,推定为正式提交诏书，状态为正式提交（目录推定）,是,是,否,0.91,正式性仅由目录推定，迁移前需玩家确认实际提交版本
